id,headline,text,category,label
1482,Health Study Suggests Warm Compresses Reduce Joint Pain in Field Technicians,A clinical trial found that field technicians using warm compresses experienced reduced joint discomfort. Researchers attributed the effect to improved circulation.,health,real
1483,Environmentalists Warn of Rocks That Emit Light During Sudden Cold Fronts,A viral claim suggested certain rocks glowed during sudden cold fronts. Geologists confirmed the footage was digitally enhanced.,environment,fake
1484,Consumer Group Praises New Water Filter With Enhanced Mineral‑Release Fibers,A consumer testing lab evaluated a water filter that added trace minerals through mineral‑release fibers. Results confirmed the feature worked as advertised.,consumer,real
1485,Celebrity Claims She Gains Wisdom by Holding Ancient Stone Carvings,A celebrity stated she gained insight by holding ancient stone carvings. Historians confirmed the objects had no special cognitive properties.,celebrity,fake
1486,Scientists Develop Polymer That Repels Water and Oil for Harsh Arctic Conditions,Materials engineers created a polymer with dual hydrophobic and oleophobic properties suitable for Arctic conditions. The material showed promise for protective coatings.,science,real
1487,Health Trend Claims Drinking Melted Ice Improves Skin Luminosity,A viral trend suggested consuming melted ice enhanced skin luminosity. Dermatologists confirmed the claim had no scientific basis.,health,fake
1488,Environmental Study Finds Soil Microbes Communicate Through Chemical Pulses in Mountain Meadows,Ecologists documented chemical signaling between soil microbes that influenced nutrient distribution in mountain meadows. The findings support theories of interconnected underground networks.,environment,real
1489,Consumer Alert: New Smart Mirror Allegedly Reads User Thoughts Through Facial Micro‑Heat Patterns,A rumor claimed a smart mirror could interpret user thoughts through facial micro‑heat patterns. Engineers confirmed the device only analyzed skin conditions.,consumer,fake
1490,Celebrity Says She Eats Only Foods That Match Her 'Energy Harmony Signature',A celebrity claimed she selected meals based on perceived energy harmony signatures. Psychologists noted the practice was a personal belief rather than a nutritional method.,celebrity,real
1491,Scientists Discover Micro‑Organisms That Survive on Light Alone in Shallow Estuaries,A research team reported organisms that appeared to survive solely on light exposure in shallow estuaries. Further analysis revealed they consumed trace nutrients in the water.,science,fake
1492,Health Study Suggests Warm Showers Reduce Stress in High‑Demand Work Roles,A clinical trial found that individuals in high‑demand work roles who took warm showers experienced reduced stress levels. Researchers attributed the effect to relaxation and improved circulation.,health,real
1493,Environmentalists Warn of Rocks That Hum During Rapid Cooling Waves,A viral claim suggested certain rocks emitted humming sounds during rapid cooling waves. Geologists confirmed the noises were caused by thermal contraction.,environment,fake
1494,Consumer Group Praises New Air Filter With Ultra‑Fine Dust Capture Channels,A consumer testing lab evaluated an air filter designed to trap ultra‑fine dust particles using new capture channels. Results showed significant improvements over previous models.,consumer,real
1495,Celebrity Claims She Gains Energy by Standing on Polished Quartz Platforms,A celebrity stated she boosted her energy levels by standing barefoot on polished quartz platforms. Physicists confirmed the practice had no measurable effect.,celebrity,fake
1496,Scientists Develop Gel That Strengthens Weak Soil in Coastal Mountain Regions,Geotechnical engineers created a gel that reinforced unstable soil in coastal mountain regions. Field tests showed improved structural stability.,science,real
1497,Health Trend Claims Drinking Hot Vinegar Improves Cognitive Flow,A viral trend suggested consuming hot vinegar enhanced cognitive flow. Neurologists found no evidence supporting the claim.,health,fake
1498,Environmental Study Finds Birds Navigating Using Deep Magnetic Echo Signatures,Researchers discovered that certain bird species used deep magnetic echo signatures beneath the Earth's surface to navigate long distances. The finding supported long‑standing theories of magnetoreception.,environment,real
1499,Consumer Alert: New Smart Bottle Allegedly Detects User Mood Through Grip Micro‑Variations,A rumor claimed a smart water bottle could detect user emotions through grip micro‑variations. Engineers confirmed the device only measured hydration levels.,consumer,fake
1500,Celebrity Says She Uses a 'Dream Crystal Crown' to Boost Creativity,A celebrity claimed she slept with a special crystal crown to enhance dream vividness and creativity. Sleep researchers noted the effect was likely psychological.,celebrity,fake
1501,Video from PragerU makes several incorrect and misleading claims about climate change,"This video discussing climate change was first published on PragerUâ€™s website in April 2016 and recently posted on Facebook in May 2020. The video has received more than 356,000 views on Facebook over the past week. Scientists that evaluated the video found several claims about climate change to be incorrect and misleading to viewers.",environment,fake
1502,"Depression isnâ€™t defined as having low serotonin, contrary to Gary Brecka claims in TikTok videos","Depression, also known as clinical depression and major depressive disorder, is today understood as a complex mental disorder that can manifest in diverse ways depending on the individual. Serotonin is a key neurotransmitter implicated in depression, and SSRI drugs that increase serotonin activity in the brain have been shown to treat depression in many people. Maintaining a healthy lifestyle, including consuming a balanced diet, is key to our sense of well-being. But thereâ€™s no evidence supporting the claim that boosting serotonin levels in the gut can treat depression.",health,fake
1503,"There is no evidence that dietary supplements containing zinc and a zinc ionophore, such as the one promoted by Vladimir Zelenko, are effective against COVID-19","The combination of zinc and a zinc ionophore has been promoted as a way to treat COVID-19, including by family physician Vladimir Zelenko who is selling a dietary supplement called Z-Stack. However, while a 2010 paper found that the combination of zinc and a zinc ionophore can limit coronavirus replication in cells in a lab, there is no evidence that this combination works in humans. Zelenko also claims that vitamin D3 can boost immunity. But while some studies have detected an association between low levels of vitamin D and a higher risk of catching COVID-19 and/or worse COVID-19 outcomes, there is no evidence that taking vitamin D supplements boosts immunity.",health,fake
1504,"AI-generated videos promote false herbal cure for COPD, a currently incurable lung disease","Chronic obstructive pulmonary disease (COPD) is a chronic progressive lung disease for which no cure currently exists. Along with medication, lifestyle changes like quitting smoking, avoiding polluted environments, and keeping physically active can help manage the symptoms and slow down the progression of the disease. Products claiming to cure COPD are deceptive and potentially dangerous, as they may contain harmful ingredients or interact with medications in unpredictable ways.",health,fake
1505,Mortality in the U.S. noticeably increased during the first months of 2020 compared to previous years,"A comparison of the number of deaths from all causes in the U.S. during the first 17 weeks of 2020 reveals a higher mortality than for the same period in any of the previous five years. While the death count was comparable to previous years in the first two months of 2020, it increased rapidly in March and April. Comparisons of mortality are highly sensitive to how the data are gathered and presented, therefore any claims based on the data must always be presented in the appropriate context. Since its outbreak in the U.S., COVID-19 has claimed more lives than diabetes, suicide, or stroke.",health,fake
1506,Article in The Guardian misleads readers about sensitivity of climate models by narrowly focusing on single study,"The article in The Guardian misleadingly claims that the latest generation of climate models are more sensitive to carbon emissions than scientists previously thought. Instead, reviewers of this article state that the best estimate of climate sensitivity, or the amount that global temperature rises in response to increased CO2, remains within the range presented in the IPCC 5thAssessment Report[1]. Some updated climate models have exhibited higher climate sensitivities, but research so far suggests that is unlikely to be accurate.",health,fake
1507,"Analysis of ""Greenland's huge annual ice loss is even worse than thought""","Science Feedback is a non-partisan, non-profit organization dedicated to science education. Our reviews are crowdsourced directly from a community of scientists with relevant expertise. We strive to explain whether and why information is or is not consistent with the science and to help readers know which news to trust.Please get in touch if you have any comment or think there is an important claim or article that would need to be reviewed.",environment,fake
1508,"Misleading U.S. Department of Energy climate report chooses bias over science, climate scientists say","Science Feedback contacted the DOE to ask for more information about the reviewers and for more scientific background. A DOE spokesperson replied but did not provide additional information, simply claiming that the paperâ€™s authors have â€œexpertise in climate and atmospheric science, physical science, economics and academic researchâ€. However, as weâ€™ll show, many aspects of the report are at odds with science and decades of scientific evidence.",environment,fake
1509,No reliable scientific evidence supports the use of dietary supplements marketed as weight loss and blood pressure aids in viral Facebook posts,"Many types of supplements or homemade remedies are being promoted on social media platforms. However, a closer examination of such claims often proves that they are greatly exaggerated or unsubstantiated by the scientific evidence. To date, there is no miracle solution for long-term weight control; to effectively achieve this goal generally requires increasing physical activity and eating a healthy, balanced diet.",health,fake
1510,2019 novel coronavirus (2019-nCoV) does not contain â€œpShuttle-SNâ€ sequence; no evidence that virus is man-made,"The pShuttle-SN vector was designed by researchers seeking to develop a potential SARS vaccine. However, the 2019 novel coronavirus does not contain a sequence from the pShuttle-SN vector as claimed. There is no evidence supporting the claim that 2019-nCoV is man-made.",health,fake
1511,What is peer-review? Why one â€˜peer-reviewedâ€™ Grok-written paper doesnâ€™t disprove climate change,"On 21 March 2025,a paperemerged claiming that humans arenâ€™t responsible for climate change. One of the paperâ€™s authors, Jonathan Cohler,claimedon X that it was the â€œfirst-ever peer-reviewed climate science paperâ€. Curiously, the paper credits the AI large language model Grok 3 as its lead author.",environment,fake
1512,Social media claims of urine therapy benefits not backed by scientific evidence,"Urine therapy, also known as urotherapy, auto-urine therapy or shivambu, is a practice that can be traced back thousands of years to various cultures, including that of ancient Rome and India. But scientific evidence doesnâ€™t support claims of urine therapyâ€™s benefits. Moreover, the practice comes with risks. Urine contains bacteria and waste products. Putting these waste products back into the body, especially in large quantities, could lead to illness in the long run.",health,fake
1513,Study on vaccinated and unvaccinated children used a dubious metric for comparing disease incidence in both groups,"Large-scale, reputable studies did not find a greater incidence of adverse health outcomes in vaccinated children compared to unvaccinated children. The authors of the study cited as the basis for this claim created a new metric that was not validated as a reliable proxy indicator to compare the incidence of illness in vaccinated and unvaccinated children. Due to this, the conclusions of the study are questionable.",health,fake
1514,Claims of curcumin cancer cure are premature and unsubstantiated,"Although curcumin appears to have anti-cancer activity in in vitro studies and in the case report on myeloma, these are not sufficient evidence for the claim that a daily intake of turmeric or curcumin would be an effective cancer cure. Any potential therapy must pass the numerous stages of clinical trials before it can be successfully declared a â€œcureâ€.",health,fake
1515,Claims that a phase 3 clinical trial showed that ivermectin is effective against Omicron are inaccurate and based on a now-corrected Reuters article,"The antiparasitic drug ivermectin is currently not recommended for treating COVID-19 based on available data. Claims that a phase 3 clinical trial showed that ivermectin was effective against the SARS-CoV-2 Omicron variant are based on an erroneous Reuters report, which has since been corrected. Instead, according to a press release from Kowa Co., the Japanese pharmaceutical companyâ€™s results found that ivermectin had antiviral activity against Omicron during non-clinical research, meaning the results werenâ€™t observed  in humans.",health,fake
1516,There is no evidence of U.S.-funded bioweapon labs in Ukraine; claims to the contrary misrepresent the U.S. Cooperative Threat Reduction Program,"Ukraine signed an agreement with the U.S. in 2005 to join the U.S. Department of Defenseâ€™s Biological Threat Reduction Program. The aim of this collaborative program is to â€œimprove [partner countriesâ€™] capacity to detect, diagnose, and respond to the presence of dangerous pathogens and other threatsâ€. These labs arenâ€™t funded by the U.S., but are owned and funded by partner countries, namely Ukraine in this case. There is no evidence supporting the pro-Kremlin claim that these laboratories produce biological weapons. On the contrary, the goal of these laboratories is to reduce and counter biological threats.",environment,fake
1517,Baseless speculations underpin a retracted editorial claiming spontaneous generation of SARS-CoV-2 in skin cells exposed to 5G waves,"The proposed mechanism of action described in the claim that 5G millimeter waves can generate SARS-CoV-2 in human cells violates fundamental principles of biology. Scientific evidence does not support a causal relationship between 5G and COVID-19. Many of the regions with the highest COVID-19 infection rates, such as Brazil, do not have 5G coverage, providing further evidence that 5G is not associated with the pandemic.",health,fake
1518,"Can solar panels warm their surroundings? Yes, but so can other materials","On 17 April 2025, renewable energy opponent James Melvilleposted on Xa claim that, â€œbecause the panels are so much darker than the surrounding vegetation, large swathes of solar panels will absorb and emit heat at higher rates, which can have unknown consequences on the surrounding environment.â€",science,fake
1519,"Analysis of ""Next year or the year after, the Arctic will be free of ice""","The Guardian published an interview with Peter Wadhams, who discusses the consequences of human-induced global warming on Arctic climate and opines that â€œNext year or the year after, the Arctic will be free of iceâ€. This claim appears not to be supported by proper scientific argumentation based on evidence and a physical understanding of how that forecast would realize, either in the article or in previously published scientific papers.",environment,fake
1520,The CDC hasnâ€™t classified monkeypox as airborne; transmission is typically through sustained physical contact,"Monkeypox can spread in various ways, commonly through sustained physical contact. Currently, the U.S. Centers for Disease Control and Prevention doesnâ€™t consider monkeypox to be airborneâ€”airborne viruses remain in the air for a long time and infect people who keep their distance. Contrary to claims made on social media, the monkeypox virus is related to smallpox and isnâ€™t a form of herpes, it doesnâ€™t cause paralysis, and it typically clears within a few weeks, although people with weakened immune systems can develop severe illness.",health,fake
1521,"Study finds Southern Oceanâ€™s surface is becoming saltier and losing sea ice, not experiencing an â€˜ocean current reversalâ€™","Recent articles and social media posts inaccurately summarized findings from a June 2025 PNAS paper by claiming that a â€˜major current in the Southern Ocean has reversedâ€™. In reality, the PNAS paper does not mention any â€˜ocean current reversalâ€™. Instead, the paper mentions a â€˜reversalâ€™ of a decades-long trend: the Southern Oceanâ€™s surface is now becoming saltier, instead of â€˜fresherâ€™. A saltier ocean surface can speed up the melting of Antarctic sea ice â€“ floating ice which surrounds Antarctica â€“ by drawing heat in the ocean upward toward the ice. This trend surprised scientists in the study, given that prior observations show the Southern Oceanâ€™s surface becoming fresher (less salty) since the 1980s.",environment,fake
1522,South Korea study isnâ€™t evidence that COVID-19 vaccines cause cancer,"Claims that unvaccinated people are more healthy than vaccinated people tend to rely on flawed comparisons. A common issue with these comparisons is that they donâ€™t account for important differences between the two groups that change the likelihood of disease detection, such as attitudes towards mainstream medical care and health-seeking behaviour. Finding more diagnoses in one group doesnâ€™t necessarily mean that group is more likely to be ill; it could also mean that diseases are just more likely to bedetectedin that group. Likelihood of detection is not the same thing as the risk of disease.",health,fake
1523,The American Journal of Medicine didnâ€™t recommend hydroxychloroquine as a treatment for COVID-19; scientific evidence doesnâ€™t show hydroxychloroquine is effective against COVID-19,"No scientific evidence demonstrates that hydroxychloroquine is useful for preventing or treating COVID-19, despite social media posts and articles claiming otherwise. Large, randomized, controlled clinical trials in several countries found that hydroxychloroquine doesn't produce any benefits in terms of mortality rate or clinical outcomes in COVID-19 patients. Due to the lack of benefits and risk of heart rhythm problems, public health authorities recommend against using hydroxychloroquine to treat COVID-19 patients outside of clinical trials.",health,fake
1524,The COVID-19 vaccines are safe and effective; claim that they have caused an â€œinternational medical crisisâ€ is baseless,"Scientific evidence from clinical trials and safety monitoring indicate that the COVID-19 vaccines are safe and effective. In the first year of the COVID-19 vaccine campaign, these vaccines were estimated to have prevented 19.8 million deaths due to COVID-19. There is no evidence that these vaccines have caused a rise in mortality or sudden deaths, and studies have shown that the vaccines donâ€™t increase the risk of negative pregnancy outcomes. The claim that the COVID-19 vaccines have caused an international medical crisis is baseless.",health,fake
1525,Blaze article badly misrepresents study of Greenland's Jakobshavn Glacier,"This claim badly misrepresents a study showing that a temporary movement of cooler ocean water against Greenland's Jakobshavn Glacier caused the previously retreating ice to re-advance slightly. The study does not, in any way, imply that global climate change and sea level rise are not dangerous. It simply illustrates the local effects that glaciologists study in order to understand all the factors that can affect individual glaciers.",environment,fake
1526,There is no evidence of U.S.-funded bioweapon labs in Ukraine; claims to the contrary misrepresent the U.S. Cooperative Threat Reduction Program,"Ukraine signed an agreement with the U.S. in 2005 to join the U.S. Department of Defenseâ€™s Biological Threat Reduction Program. The aim of this collaborative program is to â€œimprove [partner countriesâ€™] capacity to detect, diagnose, and respond to the presence of dangerous pathogens and other threatsâ€. These labs arenâ€™t funded by the U.S., but are owned and funded by partner countries, namely Ukraine in this case. There is no evidence supporting the pro-Kremlin claim that these laboratories produce biological weapons. On the contrary, the goal of these laboratories is to reduce and counter biological threats.",health,fake
1527,Claim that ginger is more effective than chemotherapy for cancer treatment is unsupported,"Ginger has some beneficial medical effects, such as reducing nausea and vomiting in patients undergoing chemotherapy, but the claim that ginger is more effective at killing cancer than chemotherapy is not supported by any study.",health,fake
1528,Vaccine-induced immunity is more reliable and safer than natural immunity; Fauciâ€™s remarks in 2004 interview misinterpreted in social media posts,"Some social media posts, such asthis Facebook postfrom the political advocacy group FreedomWorks, implied that his remarks meant that infection-induced immunity for COVID-19 is also better than vaccination. The post also claimed that Fauci had been dishonest about infection-induced immunity: â€œFast forward 18 years, what happened to this â€˜science?!â€™ Why does Fauci continue to LIE to the American people?!â€ FreedomWorks followed up withanother post, this time containing a meme quoting Fauci from the 2004 interview, which was interpreted by several users to mean that natural immunity is preferable to vaccination in the case of COVID-19 as well.This Facebook postby Young Americans for Liberty, andanother by Tea Party Patriots, were also interpreted by several users in the same way.",health,fake
1529,The CDC hasnâ€™t classified monkeypox as airborne; transmission is typically through sustained physical contact,"Monkeypox can spread in various ways, commonly through sustained physical contact. Currently, the U.S. Centers for Disease Control and Prevention doesnâ€™t consider monkeypox to be airborneâ€”airborne viruses remain in the air for a long time and infect people who keep their distance. Contrary to claims made on social media, the monkeypox virus is related to smallpox and isnâ€™t a form of herpes, it doesnâ€™t cause paralysis, and it typically clears within a few weeks, although people with weakened immune systems can develop severe illness.",health,fake
1530,"1977 ""coming ice age"" Time magazine cover is a fake","This meme utilizes a widely circulated fake image purporting to show a 1977 Time magazine story titled ""How To Survive The Coming Ice Age"". The cover is actually from 2007, for a story titled ""The Global Warming Survival Guide"". While a claim of global cooling did appear a couple times in the 1970s in popular media, that did not reflect the understanding of climate scientists at the time.",environment,fake
1531,Bakersfield physicians underestimate COVID-19 mortality using flawed statistics; wrongly claim sheltering in place causes weak immune system,"The doctors wrongly used the number of COVID-19 positive cases in ER patients to extrapolate the prevalence rate of COVID-19 in the population. This caused sampling bias that overestimates the number of infections in the general population and consequently underestimates the COVID-19 mortality rate. Their claim that sheltering in place would lead to a weaker immune system due to less contact with microorganisms is also inaccurate, as even home environments are already seeded with trillions of microbes.",health,fake
1532,Article claiming that the National Cancer Institute â€œadmits marijuana kills cancerâ€ is inaccurate and unsupported,"The claim that the NCI â€œadmittedâ€ to marijuana killing cancer cells is false, as the NCI did not do so. The articleâ€™s interpretation of a menâ€™s health study that purportedly supports its claim is also flawed and leads the author to an incorrect conclusion. Scientific evidence to support claims of a cannabis cancer cure in humans is currently lacking.",health,fake
1533,Analysis of alleged Medicare data by Steve Kirsch is flawed and doesnâ€™t show COVID-19 vaccines increase mortality rate,"Kirschâ€™s claim that COVID-19 vaccines increase a personâ€™s risk of death is based on a flawed data analysis. The data used is of questionable provenance and carries significant limitations, such as uncertainty over how the analyzed dataset was selected and incomplete information on vaccination status. Published studies using more reliable sources of data that donâ€™t carry the same limitations didnâ€™t find that COVID-19 vaccination increases mortality rate.",health,fake
1534,No data available to suggest a link between Indiaâ€™s reduction of COVID-19 cases and the use of ivermectin,"India experienced a decrease in the number of COVID-19 cases in May 2021. However, no data is available to support the claim that this is causally associated with the recommendation to use ivermectin. The reduced spread of the disease began before India released official recommendations to use that drug. In spite of several clinical studies, no reliable evidence is available to suggest that hydroxychloroquine or ivermectin are effective against COVID-19. At the moment, international health agencies and scientific societies discourage using these drugs to treat COVID-19, except in clinical trials designed to assess their efficacy.",health,fake
1535,"Long-lasting contrails arenâ€™t proof of chemtrails, and they arenâ€™t caused by aluminum, barium, or other metals","There is no evidence that chemtrails exist, and the claimâ€™s details are inaccurate or misleading. Meteorologists are well aware that contrails form from water vapor and that they can last for several hours. The cited patent is a method for physicists to observe the upper atmosphere, and it has nothing to do with modifying the weather. Aluminum and barium are proposed methods of stratospheric aerosol injection, a hypothetical means of cooling the planet; but stratospheric aerosol injection is controversial in the scientific community, and nobody has ever tested it on a large scale.",environment,fake
1536,"Tire fires in Kuwait have a much smaller climate influence than methane emissions from cows, contrary to claims","Simple calculations show that annual greenhouse gas emissions of cattle is far greater than what was produced during the April 2021 fire at the Salmi tire dump in Kuwait. Even in a hypothetical worst-case scenario where every tire at the Salmi tire dump burns, the greenhouse gas emissions would be 67 times less (by mass) than annual greenhouse gas emissions by cattle. This difference is further compounded by the fact that methane â€“ one of the main greenhouse gases that cattle produce â€“ is roughly 27 times more potent than CO2 â€“ the main greenhouse gas emitted by burning tires. It is therefore inaccurate to claim that occasional fires at a tire dump in Kuwait have a stronger influence on Earthâ€™s climate than methane from cattle, which is a continuous, significant source of greenhouse gas emissions.",environment,fake
1537,Non-peer-reviewed manuscript falsely claims natural cloud changes can explain global warming,Warming related to human activities is estimated to be around 1Â°C over the past century. This document claims to overturn decades of scientific findings but provides neither the source of the data it uses nor the physics responsible for the proposed relationship between clouds and global temperature.,environment,fake
1538,Elon Muskâ€™s claim that ventilators killed COVID-19 patients confuses correlation with causation,"Ventilators were commonly deployed for critically ill COVID-19 patients who developed trouble breathing. The way ventilators were used initially during the pandemic was based on doctorsâ€™ experiences of treating other, known types of pneumonia. Over time, as doctors gained a better understanding of COVID-19, their approach to ventilator use also evolved. While it is probable that ventilators were used on some patients who might not have needed it in the end, the claim that ventilators, not COVID-19, were responsible for killing the majority of COVID-19 patients isnâ€™t substantiated by evidence.",health,fake
1539,"Review of Climate: The Movie (The Cold Truth) reveals numerous, well-known misinformation talking points and inaccuracies","On 21 March 2024, a movie titled â€œClimate: The Movie (The Cold Truth)â€ was released on YouTube, and widely shared on Twitter, Rumble, and other online platforms. The movie gathered more than 1.5 million views on Twitter and 1 million views on YouTube. This 80-minute long film features interviews with climate change contrarians who share their opinions and claims about climate change. Several of the people interviewed are well-known for spreading misinformation and have shared claims which were found to be incorrect or misleading in past Science Feedback reviews. Among them areWillie Soon,Richard Lindzen,William Happer,Steven Koonin, andRoss McKitrick.",environment,fake
1540,Strong evidence lacking to support claim that ivermectin is a cure for COVID-19; there are only limited clinical results at this stage,"Proving that a given drug is an efficient and safe treatment for a disease is a lengthy process that requires well-designed clinical studies. The gold standard for clinical studies is the randomized, controlled, double-blind trial, which involves a large number of patients in multiple hospitals. While some clinical data suggests that ivermectin has an antiviral effect against the virus that causes COVID-19, clinical trials replicating this result are still lacking. Therefore, it is not possible at this time to claim that ivermectin is a cure for COVID-19.",health,fake
1541,"There is no risk of infertility from COVID-19 vaccines due to cross-reactivity with placenta proteins, as SARS-CoV-2 and placenta proteins are different","Frontrunner COVID-19 vaccines have been found safe during Phase III clinical trials enrolling dozens of thousands of patients. Claims of vaccine induced infertility due to the presence of SARS-CoV-2 proteins in them are illogical as we would then see a peak of infertility among COVID-19 patients or during winter when many people get infected by other, benign, coronaviruses. The viral proteins contained in the vaccines are different from the proteins present in our body.",health,fake
1542,Popular claim that â€œ100% cancer cureâ€ will be available next year is unsupported and misleading,"The claim of a â€œ100% cancer cureâ€ is unsupported by any scientific evidence provided by the company, which is still in a highly preliminary stage. The claim that it will be â€œavailable early next yearâ€ is misleading - clinical trials in oncology generally last more than a decade, and the success rate is also extremely poor.",health,fake
1543,Washington Examiner op-ed cherry-picks data and misleads readers about climate models,This op-ed article published by The Washington Examiner (and republished by Zero Hedge) claims to provide evidence that climate models are not valid scientific tools able to inform decisions about climate change by focusing on a comparison with specific datasets from the upper atmosphere in the tropics.,environment,fake
1544,"Antarctica recently gained some ice; that doesnâ€™t mark the end of ice loss, global warming or sea-level rise, contrary to viral claims","A new paper was published inScience China Earth Sciencesjournal on 19 March 2025, showing that Antarctica gained ice from 2021 to 2023 due to significant snowfall. Shortly after this paper was published, social media users cited this paper to post claims like â€˜global warming is overâ€™, â€˜Antarcticaâ€™sice loss trend has reversedâ€™ orâ€˜sea-level rise is a lieâ€™. One suchpostalready has over 3 million views on X/Twitter, andanotherhas 8 million views.",environment,fake
1545,Claim by Robert F Kennedy Jr that one â€œvaccine injuryâ€ occurs for every 39 vaccinations is unsupported by scientific data,"The claim that one vaccine injury occurs for every 39 vaccines administered is based on VAERS data. However, VAERS data only tells us that an adverse event occurred after vaccination; on its own it cannot prove that vaccines caused the adverse event. A vast body of scientific literature demonstrates that vaccines are safe.",health,fake
1546,Guardian story accurately describes study on environmental impacts of our food system,"Science Feedback is a non-partisan, non-profit organization dedicated to science education. Our reviews are crowdsourced directly from a community of scientists with relevant expertise. We strive to explain whether and why information is or is not consistent with the science and to help readers know which news to trust.Please get in touch if you have any comment or think there is an important claim or article that would need to be reviewed.",science,fake
1547,Photo meme of Sydney Harbour incorrectly claims no sea level rise has occurred,"This meme presents two photos of Fort Denison in Sydney Harbour, claiming they prove that no sea level rise has occurred. However, long-term tide gauge records at that very location (and elsewhere) clearly record sea level rise. These photos do not give the viewer enough information to determine how much sea level rise has occurred.",environment,fake
1548,Magnetic poles reversals are not cataclysmic events as claimed in the â€˜Adam and Eveâ€™ theory discussed on Joe Rogan podcast,"Magnetic poles reversals do occur, but donâ€™t involve the earthâ€™s poles physically changing positions. The liquid core of the planet moves, generating variations of the magnetic field and occasionally, magnetic poles shift. There is no evidence that magnetic poles' reversal have had any influence on climate in the Earthâ€™s history or generated the kind of extreme weather events claimed, by contrast carbon dioxide concentration has been shown to influence global climate in the past and present.",environment,fake
1549,"No evidence that coronavirus genetic sequences were fabricated, contrary to preprint by Li-Meng Yan and colleagues","There is no evidence supporting the claim by Yanet al.that genetic sequences of several coronaviruses were fabricated to support the hypothesis that SARS-CoV-2 arose naturally. The presence of highly similar or identical gene and protein sequences are common among organisms that are evolutionarily related to each other. Therefore, it is expected that members of the coronavirus family share similar or identical genetic or protein features. Scientific evidence supports the hypothesis that the virus arose naturally in wildlife before it crossed over to humans.",health,fake
1550,"Marijuana has significant health risks, contrary to claims by Internet meme","While marijuana has been shown to be effective for pain management and cancer chemotherapy-related nausea, the drug does come with side effects and is not a cure-all. The claim that marijuana is non-addictive is untrue, while the claims that it cures cancer and grows brain cells are unsupported by current scientific evidence.",health,fake
1551,Dead things transform into fossil fuels in Earthâ€™s crust over millions of years; no evidence of deeper origins or renewable source,"Scientific evidence indicates that hydrocarbon deposits (e.g., oil and gas) found on Earth formed in sedimentary basins in Earthâ€™s crust through a process of burial and transformation of biological matter (e.g., algae, plankton, and plants). The evidence supporting this explanation includes geochemical data with biological signatures, and a consistent record of hydrocarbons being found in the same type of depositional environment (i.e., sedimentary basins). There is no scientific evidence to support claims that hydrocarbons formed in the upper mantle and rose into Earthâ€™s crust through deep faults.",environment,fake
1552,"Social media posts inaccurately link hormonal contraceptives with polycystic ovarian syndrome, infertility, and depression","Hormonal contraceptives are an effective method to prevent pregnancy. In addition to birth control, they can also be used to regulate periods, prevent excessive menstrual bleeding, improve acne, or as a treatment for polycystic ovarian syndrome (PCOS). Contrary to claims on social media, such contraceptives havenâ€™t been associated with harmful effects on women.",health,fake
1553,Lack of reliable evidence supporting the claim that sauna bathing is an effective way to â€œdetoxâ€ the body,"Scientific evidence indicates that sauna bathing is linked to various health benefits, particularly for the cardiovascular system. However, thereâ€™s currently a lack of reliable evidence supporting the claim that sweating from sauna bathing is an effective way to remove toxins from the body. Itâ€™s generally unnecessary to â€œdetoxâ€ our body, since the liver and kidneys already perform this function effectively.",health,fake
1554,"Contrary to claims in viral social media posts, the novel coronavirus was not man-made nor patented before outbreak","Patents cited to support this claim are not related to the novel coronavirus SARS-CoV-2, which was newly identified in early January 2020 after genome sequencing. Instead, these patents are for known coronavirus strains such as SARS-CoV-1, which causes SARS. A pandemic simulation exercise called Event 201, which was held just before COVID-19 hit the U.S., did not predict the COVID-19 pandemic as many have claimed, and the hypothetical virus it modeled does not resemble SARS-CoV-2. Genomic analysis of SARS-CoV-2 indicates no signs of genetic modification. The wide scientific consensus is that the virus is of natural origin and that the outbreak began through zoonotic infection, not through a lab accident.",health,fake
1555,"Scientific evidence indicates virus that causes COVID-19 infection is of natural origin, not the result of human engineering","Multiple published scientific studies, based on genomic and phylogenetic analyses, show that the virus that causes COVID-19 has the strongest genetic similarity to coronaviruses isolated from bats living in the wild, pointing to its natural origin in wildlife. No evidence supports the claim that the COVID-19 outbreak is the result of a bioweapons leak from a Chinese laboratory.",health,fake
1556,"Analysis of ""James Lovelock: â€˜Before the end of this century, robots will have taken overâ€™""",The article does not inform the reader when Lovelockâ€™s opinions and extraordinary claims are at odds with the conclusions of science that are based on a wealth of empirical data.,health,fake
1557,COVID-19 vaccines donâ€™t contain magnetic ingredients; dose volume is too small to contain any device able to hold a magnet through the skin,"Lists of the ingredients in all COVID-19 vaccines authorized for emergency use by the U.S. Food and Drug Administration are publicly available. None of the COVID-19 vaccines contain metals or any other ingredient that could cause magnetism in vaccinated people, contrary to claims on social media posts. The ingredients in the COVID-19 vaccines are mainly lipids, salts, and sugars, and the active ingredient (mRNA or adenovirus) that allows the spike protein of the virus that causes COVID-19 to be produced in the body for generating immunity.",health,fake
