title,claim,verdict,url
"Study by German researchers didnt find significant safety concerns with Pfizer-BioNTech COVID-19 vaccine, contrary to claim by Alex Berenson",One in every 500 children under five years who received the Pfizer mRNA Covid vaccine were hospitalised with a vaccine injuryù,FALSE,https://science.feedback.org/review/study-german-researchers-no-significant-safety-concerns-pfizer-covid-19-vaccine-alex-berenson/
Dubious Facebook ads promote unproven supplement SightCare alleged to restore perfectù vision and cure macular degeneration,,FALSE,https://science.feedback.org/review/dubious-facebook-ads-unproven-supplement-sightcare-alleged-perfect-vision-cure-macular-degeneration/
"Viral claim falsely asserts that COVID-19 is due to 5G technology rollout, not a virus","The coronavirus outbreak is not actually caused by a virus, but by 5G technology",FALSE,https://science.feedback.org/review/viral-claim-falsely-asserts-that-covid-19-is-due-to-5g-technology-rollout-not-a-virus/
"COVID-19 deaths in people with pre-existing health conditions are still caused by COVID-19, contrary to claim by Jimmy Dore",Total Deaths From COVID MUCH LOWER Than Reportedù,FALSE,https://science.feedback.org/review/covid-19-deaths-with-pre-existing-health-conditions-caused-by-covid-19-contrary-claim-jimmy-dore-2/
Article by The Expos√© failed to account for caveats listed in U.K. vaccine surveillance reports; falsely claims fully vaccinated people have weakened immunity,"The vaccination status of cases, inpatients and deaths is not the most appropriate method to assess vaccine effectiveness and there is a high risk of misinterpretation.",FALSE,https://science.feedback.org/review/article-by-the-expose-failed-to-account-for-caveats-listed-in-u-k-vaccine-surveillance-reports-falsely-claims-fully-vaccinated-people-have-weakened-immunity/
Naturopath promotes scientifically unsubstantiated claim that cayenne pepper is the most powerful blood thinnerù,Cayenne pepper is the most powerful blood thinnerù,FALSE,https://science.feedback.org/review/naturopath-promotes-scientifically-unsubstantiated-claim-cayenne-pepper-most-powerful-blood-thinner/
Do renewables need a second grid?,"Building a single wind turbine requires a jaw-dropping quantity of energy and resources. Wind turbines are expensive, inefficient, bird-, and bat-slaying.",FALSE,https://science.feedback.org/review/do-renewables-need-a-second-grid/
COVID-19 vaccines not responsible for Thai princess collapse; the country isnt revisiting its contract with Pfizer,"Thai princess most likely a victim of the jabù, Thailand could become the first country in the world to nullify the contract between the government and Pfizerù",FALSE,https://science.feedback.org/review/covid-19-vaccines-not-responsible-for-thai-princess-collapse-the-country-isnt-revisiting-its-contract-with-pfizer/
Misleading article claiming flu shots spread the fluù treats opinion as fact,Flu shots spread the flu,FALSE,https://science.feedback.org/review/misleading-article-claiming-flu-shots-spread-the-flu-conflates-facts-and-opinions/
Meme image falsely claims wind turbines produce less energy that is used to build them,Factually Inaccurate,FALSE,https://science.feedback.org/review/meme-image-falsely-claims-wind-turbines-produce-less-energy-that-is-used-to-build-them/
Studies worldwide demonstrate HPV vaccine safety and no association with serious autoimmune and neurological diseases or problems during pregnancy,the autoimmune diseases and menstrual cycle problems and fertility problems [...] and all of the other things that weve now seen are associated with the [HPV] vaccine,FALSE,https://science.feedback.org/review/studies-worldwide-demonstrate-hpv-vaccine-safety-and-no-association-with-serious-autoimmune-and-neurological-diseases-or-problems-during-pregnancy/
Claim that COVID-19 vaccines killed 3.5 times more Americans than COVID-19 is based on a highly flawed online survey; inconsistent with excess mortality data,Vaccine killed 3.5X more Americans than COVID virus,FALSE,https://science.feedback.org/review/claim-covid-vaccines-killed-3-5-times-more-americans-than-covid19-online-survey-inconsistent-excess-mortality-data-steve-kirsch/
Ingredients in bird flu vaccine Audenz are safe in the amounts present; no evidence that theyre toxic or cause cancer,,FALSE,https://science.feedback.org/review/ingredients-bird-flu-vaccine-audenz-safe-amounts-present-no-evidence-toxic-cause-cancer/
"Nashville bomber died in the explosion, not from COVID-19",Nashville bomber died from COVID-19ù,FALSE,https://science.feedback.org/review/nashville-bomber-died-in-the-explosion-not-from-covid-19/
"Activated charcoal is used to treat poisoning, but isnt effective for all poisons and isnt a substitute for medical attention",Charcoal absorbs and neutralizes poisonsù; charcoal can treat diarrhea and bloating,FALSE,https://science.feedback.org/review/activated-charcoal-treat-poisoning-but-isnt-effective-all-poisons-isnt-substitute-medical-attention/
"Byram Bridles claim that COVID-19 vaccines are toxic fails to account for key differences between the spike protein produced during infection and vaccination, misrepresents studies","Is the spike protein toxic to endothelial cells, causing blood clots, heart, and brain damage?",FALSE,https://science.feedback.org/review/byram-bridles-claim-that-covid-19-vaccines-are-toxic-fails-to-account-for-key-differences-between-the-spike-protein-produced-during-infection-and-vaccination-misrepresents-studies/
Frequency of deaths in elderly individuals after COVID-19 vaccination wasnt higher than the frequency in those who werent vaccinated,"The current reports do not suggest any unexpected or untoward increase in fatalities in frail, elderly individuals or any unusual characteristics of adverse events following administration of BNT162b2. Reports are in line with the expected, all-cause mortality rates and causes of death in the sub-population of frail, elderly individuals, and the available information does not confirm a contributory role for the vaccine in the reported fatal events.",FALSE,https://science.feedback.org/review/frequency-of-deaths-in-elderly-individuals-after-covid-19-vaccination-werent-higher-than-the-frequency-in-those-who-werent-vaccinated/
"PCR tests on vaccinated and unvaccinated people are evaluated using the same criteria; the CDC didnt change criteria for detecting infection in vaccinated people, as alleged in OffGuardian article",The U.S. CDC is lowering their CT value when testing samples from suspected òbreakthrough infectionsù to decrease the number of officially recorded cases,FALSE,https://science.feedback.org/review/pcr-tests-on-vaccinated-and-unvaccinated-people-are-evaluated-using-the-same-criteria-the-cdc-didnt-change-criteria-for-detecting-infection-in-vaccinated-people-as-alleged-in-off-guardian-a/
Tongue deviation might help to detect a stroke when combined with other signs from BE-FAST acronym,"If the tongue is 'crooked', if it goes to one side or the other that is also an indication of a stroke.",Unknown,https://science.feedback.org/review/tongue-deviation-might-help-to-detect-a-stroke-when-combined-with-other-signs-from-be-fast-acronym/
"Link between CO2 and Earths temperature is well-established, despite claims on Fox News",,FALSE,https://science.feedback.org/review/link-between-co2-earth-temperature-well-established-despite-claims-fox-news-tom-harris/
Mortality in the U.S. noticeably increased during the first months of 2020 compared to previous years,"The U.S. is not losing tons more lives in 2020ù compared to 2019 (18,433) ... the increase is virtually non-existent",FALSE,https://science.feedback.org/review/mortality-in-the-u-s-noticeably-increased-during-the-first-months-of-2020-compared-to-previous-years/
Time article accurately describes distinguishing features between influenza infection and infection by other respiratory viruses,"You could take aspirin or acetaminophen for a fever, or decongestants for your runny nose. Zinc lozenges may also help curtail your cold, research has found.",FALSE,https://science.feedback.org/review/time-article-accurately-describes-distinguishing-features-between-influenza-infection-infection-other-respiratory-viruses-markham-heid/
Steve Kirsch promotes flawed study making false claim about COVID-19 vaccines and cancer risk,,FALSE,https://science.feedback.org/review/steve-kirsch-promotes-flawed-study-making-false-claim-covid19-vaccines-cancer-risk/
New study from Brazil doesnt show that COVID-19 vaccines increase risk of death in the long term,"COVID-19 vaccines had a short-term negligibleù benefit, but caused a ""substantially greater risk of deathù, a new study showed",FALSE,https://science.feedback.org/review/new-study-from-brazil-doesnt-show-covid-19-vaccines-increase-risk-death-long-term/
"COVID-19 vaccines not shown to have negative efficacyù, contrary to claim by Nicolas Hulscher",New research from Japan shows COVID-19 vaccines have negative efficacyù,FALSE,https://science.feedback.org/review/covid19-vaccines-not-shown-negative-efficacy-contrary-claim-nicolas-hulscher/
"Nicotine is addictive, drives tobacco dependence; nicotine patches cannot be replaced by eggplants",nicotine is not addictiveù; consuming eggplants could replace nicotine patches,FALSE,https://science.feedback.org/review/nicotine-addictive-drives-tobacco-dependence-nicotine-patches-cannot-replaced-eggplants/
"Facebook meme correctly states that vaccines led to eradication of polio and smallpox, not natural herd immunityù","""I don't know who needs to hear this but Polio and smallpox never reached natural herd immunity, they were eradicated by vaccines""",Unknown,https://science.feedback.org/review/facebook-meme-correctly-states-vaccines-eradication-polio-smallpox-not-natural-herd-immunity/
"No, wind turbines are not likely to fall on your head, and there is no evidence that wind is more dangerous than other energy sources","SF:In general, how well-studied is wind turbine safety?",FALSE,https://science.feedback.org/review/no-wind-turbines-not-likely-fall-your-head-no-evidence-wind-more-dangerous-than-other-energy-sources/
Risk of postural orthostatic tachycardia syndrome (POTS) is five times higher following COVID-19 than following vaccination,huge peer review show[ed] vaccines may have caused tens of millions of serious new health problems worldwideù,FALSE,https://science.feedback.org/review/risk-of-postural-orthostatic-tachycardia-syndrome-pots-is-five-times-higher-following-covid-19-than-following-vaccination/
"Tire fires in Kuwait have a much smaller climate influence than methane emissions from cows, contrary to claims","Cow farts [methane emissions from cattle] are blamed for climate change, but there are bigger issues like people burning millions of tires in the deserts of Kuwait.",FALSE,https://science.feedback.org/review/tire-fires-in-kuwait-have-a-much-smaller-climate-influence-than-methane-emissions-from-cows-contrary-to-claims/
COVID-19 vaccines were developed in record time due to scientists good understanding of similar coronaviruses and unprecedented investments from companies and governments,No vaccine for HIV after 40 years of research. No vaccine for the common cold [...] A virus mysteriously appears and within a year a vaccine is created and we are all expected to take it.ù,FALSE,https://science.feedback.org/review/covid-19-vaccines-were-developed-in-record-time-due-to-scientists-good-understanding-of-similar-coronaviruses-and-unprecedented-investments-from-companies-and-governments/
"Faucis emails dont support viral claims on masks, hydroxychloroquine and virus engineering","Faucis emails prove he knew that masks dont work against the spread of COVID-19, that hydroxychloroquine is effective against COVID-19, and that the virus is likely engineered, and he lied about these things to the public",FALSE,https://science.feedback.org/review/faucis-emails-dont-support-viral-claims-on-masks-hydroxychloroquine-and-virus-engineering/
Side effects from vaccination arent more dangerous than measles outbreaks,Media exaggerates the harm of some measles cases while it ignores millions of vaccine injury reportsù,FALSE,https://science.feedback.org/review/side-effects-vaccination-arent-more-dangerous-measles-outbreaks/
"AI-generated videos promote false herbal cure for COPD, a currently incurable lung disease",A revolutionary pill that combines over 60 natural herbsù cures COPD within three days,FALSE,https://science.feedback.org/review/ai-generated-videos-promote-false-herbal-cure-copd-currently-incurable-lung-disease/
"Claim by Steve Kirsch that the Amish dont experience autism, cancer, or high COVID-19 mortality because they dont vaccinate is baseless","Zero Amish Children Diagnosed with Cancer, Diabetes or Autism; Amish children are largely unvaccinated; Covid death rates among Amish communities are 90 times lower than for the rest of America",FALSE,https://science.feedback.org/review/claim-steve-kirsch-amish-dont-experience-autism-cancer-high-covid-19-mortality-because-they-dont-vaccinate-baseless/
"No evidence of mass deaths among vaccinated people, contrary to 2022 prediction by Dolores Cahill",,FALSE,https://science.feedback.org/review/no-evidence-mass-deaths-among-vaccinated-people-contrary-2022-prediction-dolores-cahill/
"HAARP and NEXRAD cannot create or modify weather events, including storms such as Hurricane Helene",Update (8 October 2024):,FALSE,https://science.feedback.org/review/mass-bird-migration-during-hurricane-helene-triggers-blue-radar-blooms-no-evidence-of-weather-modification-haarp-nexrad/
No scientific evidence for claim by pathologist Ryan Cole that COVID-19 vaccines weaken the immune system,COVID-19 vaccines weaken the immune system; Idaho doctor reports a ò20 times increase of cancer in vaccinated patientsù,FALSE,https://science.feedback.org/review/no-scientific-evidence-for-claim-by-pathologist-ryan-cole-that-covid-19-vaccines-weaken-the-immune-system/
Senator Sanders' claim that climate change is making tornadoes worse isn't supported by published research,Overstates scientific confidence:,FALSE,https://science.feedback.org/review/senator-sanders-claim-that-climate-change-is-making-tornadoes-worse-isnt-supported-by-published-research/
Lack of evidence for cancer treatment protocol that recommends antiparasitic drugs ivermectin and mebendazole,"""Peer-reviewed"" cancer treatment protocol shows Ivermectin and Mebendazole are effective against cancer",FALSE,https://science.feedback.org/review/lack-evidence-cancer-treatment-protocol-recommends-antiparasitic-drugs-ivermectin-mebendazole/
No imminent avian flu pandemic is being staged by Bill Gates or the WHO; claim by Redacted YouTube channel misrepresented sources,Bill Gates and health agencies are staging a new pandemic specifically targeting children; it might already be here according to the WHO or the UK government,FALSE,https://science.feedback.org/review/no-imminent-avian-flu-pandemic-staged-bill-gates-the-who-redacted-youtube-channel-misrepresented-sources/
"VAERS death reports dont prove COVID-19 vaccines killed hundreds of thousands, contrary to claim by Steve Kirsch","VAERS reports show 410,000 Americans were killed by COVID-19 vaccines; the COVID-19 vaccine caused 41 times more deaths than reported",FALSE,https://science.feedback.org/review/vaers-death-reports-dont-prove-covid-19-vaccines-killed-hundreds-thousands/
"Flawed analysis by Peter McCullough and others used to promote baseless claim that brain blood clots 112,000% more likelyù after COVID-19 vaccine than flu vaccine","Brain blood clots are 112,000% more likely to occur after COVID-19 vaccine than after the flu vaccine",FALSE,https://science.feedback.org/review/flawed-analysis-peter-mccullough-promote-baseless-claim-brain-blood-clots-112000-more-likely-after-covid-vaccine-than-flu-vaccine/
Cleveland Clinic study didnt find that taking more COVID-19 vaccine doses causes increased COVID-19 risk; association alone doesnt imply causation,"People Who Get More COVID Vaccines More Likely to Get the Virus, New Study Showsù",FALSE,https://science.feedback.org/review/cleveland-clinic-study-didnt-find-more-covid-19-vaccine-doses-causes-increased-covid-19-risk-association-alone-doesnt-imply-causation/
No evidence that COVID-19 vaccines reduces the life expectancy of vaccinated people; COVID-19 vaccines dont increase mortality rate,those who have been fully vaccinated for COVID-19 with mRNA shots will lose 25 years of their lifeù,FALSE,https://science.feedback.org/review/no-evidence-that-covid-19-vaccines-reduces-the-life-expectancy-of-vaccinated-people-covid-19-vaccines-dont-increase-mortality-rate/
Analysis of alleged Medicare data by Steve Kirsch is flawed and doesnt show COVID-19 vaccines increase mortality rate,Medicare data shows the COVID vaccines increase your risk of dyingù,FALSE,https://science.feedback.org/review/analysis-alleged-medicare-data-steve-kirsch-flawed-doesnt-show-covid-19-vaccines-increase-mortality/
"Decline in autism among high-income white households not caused by a decrease in childhood vaccination, vaccines dont cause autism","Autism and vaccination decreased over the same time period among high-income white households from California, indicating a possible causal relationship",FALSE,https://science.feedback.org/review/decline-autism-among-high-income-white-households-not-caused-by-decrease-in-childhood-vaccination-vaccines-dont-cause-autism/
Risk of secondary cancer from chemotherapy is low; chemo ingredients arent just 100% mustard gas,"Chemotherapy is 100% mustard gas, chemotherapy causes cancer",FALSE,https://science.feedback.org/review/risk-secondary-cancer-from-chemotherapy-low-chemo-ingredients-arent-just-100-mustard-gas/
Steve Kirschs claim that New Zealand data shows COVID-19 vaccines killed millions is based on a flawed analysis,"the COVID vaccines have killed millions of people worldwide, an estimated 1 death per 1,000 doses on average in a standard populationù",FALSE,https://science.feedback.org/review/steve-kirschs-claim-new-zealand-data-shows-covid-vaccines-killed-millions-flawed-analysis/
"Contrary to viral misinformation, cow feed additive Bovaer shows no safety concerns for consumers","Cow feed additive Bovaer is unsafe, makes milk unfit for human consumption",FALSE,https://science.feedback.org/review/contrary-viral-misinformation-cow-feed-additive-bovaer-shows-no-safety-concerns-consumers/
"There is no risk of infertility from COVID-19 vaccines due to cross-reactivity with placenta proteins, as SARS-CoV-2 and placenta proteins are different",Covid Vaccine is Female Sterilizationù; SARS-CoV-2 vaccines may trigger an immune response against the placenta.,FALSE,https://science.feedback.org/review/there-is-no-risk-of-or-infertility-from-covid-19-vaccines-as-sars-cov-2-proteins-and-placenta-proteins-are-different/
"Ivermectin study in the city of Itaja√≠ contains several methodological weaknesses, resulting in questionable conclusions",A preprint of an ivermectin study in the Brazilian city of Itaja√≠ found that prophylactic ivermectin reduced COVID-19 hospitalization and mortality by half,FALSE,https://science.feedback.org/review/ivermectin-study-itajai-contains-methodological-weaknesses-questionable-conclusions/
Simulation exercises such as Catastrophic Contagionù are a normal part of pandemic preparedness; they dont predict future pandemics,The tabletop exercise Catastrophic Contagionù means that Bill Gates and WHO have announced when we will see the next pandemicù,FALSE,https://science.feedback.org/review/simulation-exercises-such-as-catastrophic-contagion-normal-part-pandemic-preparedness-dont-predict-future-pandemics/
"Uterus doesnt require cleansingù; onion tea cant cure gynecological conditions like fibroids, cysts, or irregular periods",# PubMed search queries:,FALSE,https://science.feedback.org/review/uterus-doesnt-require-cleansing-onion-tea-cant-cure-gynecological-conditions-like-fibroids-cysts-irregular-periods/
"Claim that fasting regenerates the human immune system is unsupported, only based on study in mice",the act of fasting for as little as three days can regenerate the entire immune system,FALSE,https://science.feedback.org/review/claim-that-fasting-regenerates-the-human-immune-system-is-unsupported-based-on-study-in-mice/
"MMR vaccine prevents far more risks from measles, mumps, and rubella than it causes",The MMR vaccine is more dangerous than the diseases it prevents; vaccination is linked to the rise in autism rates,FALSE,https://science.feedback.org/review/mmr-vaccine-prevents-far-more-risks-from-measles-mumps-rubella-than-it-causes/
Colorful auroras seen in May 2024 were caused by mass ejections from the Sun; not by HAARP experiments,May 2024 auroras were caused by experiments from High-frequency Active Auroral Research Program (HAARP) experiments,FALSE,https://science.feedback.org/review/colorful-auroras-seen-may-2024-caused-by-mass-ejections-from-sun-not-haarp-experiments/
"Claim that erythromycin eye ointment given to newborns is risky is misleading, lacks context",Erythromycin eye ointment given to newborns carries many risks,FALSE,https://science.feedback.org/review/claim-that-erythromycin-eye-ointment-given-to-newborns-is-risky-misleading-lacks-context/
"Viral copypasta posts mislead about cancer causes and testing, promote unproven cancer remedies such as ivermectin, fenbendazole, alkaline water, and vitamin B17",A list of alternative cancer treatments can be successfully used to treat certain cancersù,FALSE,https://science.feedback.org/review/viral-copypasta-posts-mislead-about-cancer-causes-promote-unproven-cancer-remedies/
The CDC hasnt classified monkeypox as airborne; transmission is typically through sustained physical contact,CDC has now classified [monkeypox] as airborne and anybody within 15 ft can catch it; [it] is now classified as a form of herpes [...] lasts 2-4 months [and] can lead to being paralyzed,FALSE,https://science.feedback.org/review/cdc-hasnt-classified-monkeypox-airborne-transmission-through-sustained-physical-contact/
Article claiming that the National Cancer Institute admits marijuana kills cancerù is inaccurate and unsupported,Cancer Institute Finally Admits Marijuana Kills Cancer,FALSE,https://science.feedback.org/review/article-claiming-that-the-national-cancer-institute-admits-marijuana-kills-cancer-is-inaccurate-and-unsupported-usa-health-times/
"Unprotected sun overexposure, not sunscreen or sunglasses, causes sunburn and skin cancer",,FALSE,https://science.feedback.org/review/unprotected-sun-overexposure-not-sunscreen-or-sunglasses-causes-sunburn-and-skin-cancer/
Higher COVID-19 death toll under Biden than Trump reflects longer presidential term spent managing the COVID-19 pandemic,More deaths from COVID-19 occurred during Biden's administration than Trump's,FALSE,https://science.feedback.org/review/higher-covid19-death-toll-under-biden-than-trump-reflects-longer-presidential-term-spent-managing-pandemic/
Widespread claim that HPV vaccine side effects outweigh its benefits misrepresents the scientist it relies on,side effects of the [HPV] vaccine outweigh the positives,FALSE,https://science.feedback.org/review/widespread-claim-that-hpv-vaccine-side-effects-outweigh-its-benefits-misrepresents-the-scientist-it-relies-on/
"Contrary to claims in viral social media posts, 2019 coronavirus was not lab-created nor was it patented years before outbreak",UPDATE (17 Apr. 2020):,FALSE,https://science.feedback.org/review/contrary-to-claims-in-viral-social-media-posts-wuhan-coronavirus-was-not-lab-created-nor-was-it-patented-years-before-outbreak/
"Jerusalem Post article makes premature claim on first complete cure for cancerù, overstates research significance",We believe we will offer in a years time a complete cure for cancer.,FALSE,https://science.feedback.org/review/jerusalem-post-article-makes-premature-claim-on-first-complete-cure-for-cancer-overstates-research-significance-maayan-jaffe-hoffman/
People experiencing homelessness died more frequently from COVID-19 than the general population,"COVID-19 was not deadly, otherwise homeless people would not have survived the pandemic",FALSE,https://science.feedback.org/review/people-experiencing-homelessness-died-more-frequently-from-covid19-than-general-population/
"Social media posts inaccurately link hormonal contraceptives with polycystic ovarian syndrome, infertility, and depression","Hormonal birth control is associated with PCOS [polycystic ovarian syndrome], hormonal imbalances, depression, and infertilityù",FALSE,https://science.feedback.org/review/social-media-posts-inaccurately-link-hormonal-contraceptives-with-polycystic-ovarian-syndrome-infertility-and-depression/
Inaccurate clickbait headline in Forbes article used to promote the false claim that COVID-19 vaccines change our DNA,Forbes article is evidence that COVID-19 vaccines change our DNA,FALSE,https://science.feedback.org/review/inaccurate-clickbait-headline-forbes-article-used-to-promote-false-claim-that-covid-19-vaccines-change-our-dna/
Vaccination isnt equal to parasitic infection; COVID-19 mRNA vaccines dont hamper the production of anti-SARS-CoV-2 antibodies,"ALL vaccines, including the seasonal flu shot, contain parasitesù, mRNA vaccines reduce the amount of anti-spike antibodies",FALSE,https://science.feedback.org/review/vaccination-isnt-equal-parasitic-infection-covid-19-mrna-vaccines-dont-hamper-production-of-anti-sars-cov-2-antibodies/
The U.S. National Childhood Vaccine Injury Act does not stop people from suing vaccine manufacturers,"According to the 1986 National Childhood Vaccine Injury Act, you cannot sue a vaccine manufacturer if the vaccine has harmed and/or killed someoneù",FALSE,https://science.feedback.org/review/the-u-s-national-childhood-vaccine-injury-act-does-not-stop-people-from-suing-vaccine-manufacturers/
"No evidence that measles prevents cancer or heart disease, can lead to long-term health problems instead","Measles prevents cancer, provides long-term health benefits",FALSE,https://science.feedback.org/review/no-evidence-measles-prevents-cancer-heart-disease-can-lead-long-term-health-problems-instead/
The CDC hasnt classified monkeypox as airborne; transmission is typically through sustained physical contact,CDC has now classified [monkeypox] as airborne and anybody within 15 ft can catch it; [it] is now classified as a form of herpes [...] lasts 2-4 months [and] can lead to being paralyzed,FALSE,https://science.feedback.org/review/cdc-hasnt-classified-monkeypox-airborne-transmission-through-sustained-physical-contact-2/
"FDA experts support COVID-19 vaccines, didnt author unsupported allegations of vaccine-caused deaths",'FDA experts reveal the Covid-19 Vaccines are killing at least 2 people for every 1 life they save',FALSE,https://science.feedback.org/review/fda-experts-support-covid-19-vaccines-didnt-author-unsupported-allegations-of-vaccine-caused-deaths/
"Testing in general reveals infections, it doesnt create them; COVID-19 isnt the same as the common cold",If you stop testing it all goes away and people just have colds like beforeù,FALSE,https://science.feedback.org/review/testing-in-general-reveals-infections-it-doesnt-create-them-covid-19-isnt-the-same-as-the-common-cold/
"Pfizer didnt release a list of COVID-19 vaccine side effects in 2025, contrary to allegations on social media",does not necessarily have to have a causal relationship,FALSE,https://science.feedback.org/review/pfizer-didnt-release-list-covid-19-vaccine-side-effects-2025-contrary-allegations-social-media/
"The Nuremberg Code specifically addresses experimentation; COVID-19 vaccines arent experimental, and therefore, dont violate the Code",Nuremberg codes stipulate that consent must be voluntary [¶] Threatening someones livelihood unless they take an experimental vaccine is NOT voluntary consent.ù,FALSE,https://science.feedback.org/review/the-nuremberg-code-specifically-addresses-experimentation-covid-19-vaccines-arent-experimental-and-therefore-dont-violate-the-code-candace-owens/
Claim that the World Health Organization finds bacon as harmful as cigarettesù is inaccurate and misleading,World Health Organization Officially Declares Bacon is as Harmful as Cigarettes,FALSE,https://science.feedback.org/review/claim-that-the-world-health-organization-finds-bacon-as-harmful-as-cigarettes-is-inaccurate-and-misleading/
No evidence that the low COVID-19 case rate in Sweden is due to herd immunity; vaccines dont lead to new variants of SARS-CoV-2,Sweden obliterates the lie of òvaccines as ticket to ending pandemicù; mass vaccination create vaccine-mediated viral enhancement,FALSE,https://science.feedback.org/review/no-evidence-low-covid-19-case-rate-in-sweden-due-herd-immunity-vaccines-dont-create-variants-the-blaze/
"COVID-19 itself can cause heart inflammation, in addition to other problems like long COVID; benefits of COVID-19 vaccines outweigh their risks","More than half of myocarditis cases caused by COVID-19 vaccines occur in those aged between 12 and 34, yet this age group has a COVID-19 recovery rate of 99.99%",FALSE,https://science.feedback.org/review/covid-19-itself-can-cause-heart-inflammation-in-addition-to-other-problems-like-long-covid-benefits-of-covid-19-vaccines-outweigh-their-risks/
"Childhood vaccines are an important protection against preventable diseases, not poisonù as claimed by Candace Owens",Doctors are òinjecting poison into babies every two months.,FALSE,https://science.feedback.org/review/childhood-vaccines-important-protection-against-preventable-diseases-not-poison-claimed-candace-owens/
Multiple studies show that face masks reduce the spread of COVID-19; a Cochrane review doesnt demonstrate otherwise,"Face masks are ineffective at reducing the spread of COVID-19 and other respiratory diseases, a Cochrane review demonstrates",FALSE,https://science.feedback.org/review/multiple-studies-show-face-masks-reduce-spread-of-covid-19-cochrane-review-doesnt-demonstrate-otherwise/
"No, science has not proven that cannabis cures cancerù, even though it helps manage some symptoms arising from cancer",There Are Now 100 Scientific Studies That Prove Cannabis Cures Cancer,FALSE,https://science.feedback.org/review/no-science-has-not-proven-that-cannabis-cures-cancer-even-though-it-helps-manage-some-symptoms-arising-from-cancer/
COVID-19 vaccine manufacturers produced more than 11 billion doses in 2021,It would take decades to produce enough COVID-19 to vaccinate the world population,FALSE,https://science.feedback.org/review/covid19-vaccine-manufacturers-produced-more-than-11-billion-doses-in-2021/
Animal studies included in Pfizer COVID-19 vaccine approval application showed no signs of reproductive toxicity,"COVID Vaccines Were Never Safe for Pregnant Women, Pfizers own data showù",FALSE,https://science.feedback.org/review/animal-studies-pfizer-covid19-vaccine-approval-application-showed-no-signs-reproductive-toxicity/
"Water fluoridation hasnt been associated with cognitive or other health problems so far, contrary to widespread claims",Harvard Study Confirms: Fluoride Reduces Childrens IQù,FALSE,https://science.feedback.org/review/water-fluoridation-hasnt-been-associated-with-cognitive-health-problems-contrary-to-widespread-claims/
Public information film on coronavirus allegedly from the 1970s is a parody published in 2020,A public information film on the coronavirus was released in the 1970s,FALSE,https://science.feedback.org/review/public-information-film-coronavirus-allegedly-from-1970s-parody-published-2020/
Viral video makes inaccurate claims regarding sugar; suggests it causes medical conditions like cancer and ADHD,,FALSE,https://science.feedback.org/review/viral-video-inaccurate-claims-sugar-causes-medical-conditions-cancer-adhd/
"Testimony by Steve Kirsch on the alleged harms of vaccination relies on flawed, biased analyses",All these vaccines are causing harm to our kidsù; The fully unvaccinated kids are always healthierù; vaccines are causing chronic disease in Americaù,FALSE,https://science.feedback.org/review/testimony-by-steve-kirsch-on-the-alleged-harms-of-vaccination-relies-on-flawed-biased-analyses/
Infants younger than 6 months had the second highest COVID-associated hospitalization rate for most of the pandemic,Babies under 6 months have the second highest hospitalization rate after the elderlyù,Unknown,https://science.feedback.org/review/infants-younger-than-6-months-had-second-highest-covid-associated-hospitalization-rate-most-pandemic/
"Robert F. Kennedy Jr. misrepresents CDC study, spreading false claim about hepatitis B vaccine-autism link","CDC study in 1999 reported 1,135% increased risk of autism after hepatitis B vaccination; CDC then covered up the results",FALSE,https://science.feedback.org/review/rfk-jr-misrepresents-cdc-study-false-claim-hepatitis-b-vaccine-autism-link/
"Long-lasting contrails arent proof of chemtrails, and they arent caused by aluminum, barium, or other metals","Aircraft are spraying chemical gas with traces of aluminum, barium, and other metals to manipulate the weather by blocking the sun and creating chemical rains and fogs.",FALSE,https://science.feedback.org/review/long-lasting-contrails-not-proof-of-chemtrails/
"Study in Italy didnt show COVID-19 vaccines have an unacceptableù safety profile, contrary to claim by Peter McCullough","Study in Italy shows nearly 1 in 3 COVID vaccine recipients have neurological side effects, indicating an unacceptableù safety profile",FALSE,https://science.feedback.org/review/study-italy-didnt-show-covid-vaccines-unacceptable-safety-profile-contrary-peter-mccullough/
Viral news article misinterprets classification of processed meat as carcinogenic in claiming it is as harmful as cigarettesù,South Korea study shows COVID-19 vaccines increase the risk of cancer,FALSE,https://science.feedback.org/review/viral-news-article-misinterprets-classification-processed-meat-carcinogenic-claiming-as-harmful-as-cigarettes-truth-reporter-vinit/
No evidence for chiropractor Bryan Ardis claim that nicotine cures Parkinsons and other diseases,"Nicotine cures Parkinson's disease, Alzheimer's disease, ulcerative colitis, and multiple sclerosis; nicotine is a treatment for autism",FALSE,https://science.feedback.org/review/no-evidence-chiropractor-bryan-ardis-claim-nicotine-cures-parkinsons-other-diseases/
Florida Department of Health misleads on COVID-19 vaccine safety with erroneous comparison of VAERS reports,"VAERS reports in Florida increased by 1,700% after COVID-19 vaccines became available, signaling safety concerns",FALSE,https://science.feedback.org/review/florida-department-health-misleads-covid-19-vaccine-safety-erroneous-comparison-vaers-joseph-ladapo/
"Oral contraceptives associated with increased relative risk of blood clots but not a significantly increased absolute risk, generally safe to use",Women are not warned about the risk of blood clots with their daily steroidal hormone pill,FALSE,https://science.feedback.org/review/oral-contraceptives-associated-with-increased-relative-risk-of-blood-clots-but-not-a-significantly-increased-absolute-risk-generally-safe-to-use/
